Date,Open,High,Low,Close,Adj Close,Volume,Prev_Close,20_SMA,50_SMA,20_SMA_diff,50_SMA_diff,Signal,Position
2014-03-06,400.8750915527344,408.3294372558594,400.850341796875,407.3635864257813,376.7588806152344,4694648,399.7111511230469,402.03040313720703,410.3230474135455,0.12877807617189774,-0.08455602822186847,1,Buy
2014-04-29,468.5833129882813,471.4065246582031,464.5960998535156,465.73529052734375,430.7451477050781,3874982,468.063232421875,470.01596984863284,438.8328045654297,0.9794647216796761,1.3378186035156432,0,Sell
2014-05-15,517.8413696289062,525.0233154296875,514.7457275390625,521.7542724609375,482.5554809570313,9629064,517.8413696289062,479.83043670654297,457.0659716796875,2.5830139160156023,2.4042102050781295,1,Buy
2014-06-09,559.6946411132812,561.031982421875,550.8286743164062,556.0541381835938,523.8159790039062,6229234,555.9303588867188,536.4400909423828,495.7359222412109,2.326693725585983,2.4106488037109557,0,Sell
2014-07-24,510.1641540527344,516.7022094726562,507.19232177734375,515.6372680664062,485.7424011230469,4464503,511.7738952636719,496.190364074707,520.3466387939453,0.7219070434570654,-0.12234008789062045,1,Buy
2014-07-28,505.7064208984375,506.9694213867188,496.0975036621094,498.0787048339844,469.2018127441406,4325597,506.1274108886719,497.1537322998047,519.6556884765625,-0.24270019531252274,-1.1337530517578216,0,Sell
2014-08-11,487.9497375488281,488.9898681640625,484.1111145019531,485.64654541015625,457.4903869628906,3090570,485.64654541015625,492.7157974243164,510.370205078125,0.34671325683592613,-0.8340942382812955,1,Buy
2014-08-21,495.3049926757813,497.2862243652344,490.4014892578125,492.8780212402344,464.3026123046875,7591312,494.4877624511719,495.97614135742185,503.67318359375,-0.8878341674804346,-1.220431518554733,0,Sell
2014-09-01,497.4595947265625,505.7064208984375,493.1256713867188,502.288818359375,473.1678161621094,7475127,494.6611022949219,491.9171173095703,497.9573626708984,0.189454650878929,-0.5215563964843568,1,Buy
2014-09-15,499.8122863769531,501.2486572265625,495.80029296875,496.6670837402344,467.8719787597656,4032771,503.0317687988281,501.26971588134774,496.97368713378904,-0.004953002929653394,-0.1535449218749818,0,Sell
2014-09-18,487.87542724609375,500.258056640625,487.2315368652344,497.7319946289063,468.8751831054688,4194621,489.6832885742188,499.92000885009776,496.12275268554686,0.16221160888670738,-0.22090637207031705,1,Buy
2014-09-22,491.8378601074219,493.3237915039063,489.2127380371094,491.1196899414063,462.6462097167969,3645951,493.0513610839844,500.09088745117197,495.9058087158203,-0.16716461181641762,-0.09311706542968068,0,Sell
2014-10-30,469.5491333007813,486.1666259765625,469.1033630371094,485.0274353027344,456.9072265625,15111868,471.3322448730469,466.42005767822263,484.83079040527343,1.2234039306640625,-0.05101623535153976,1,Buy
2014-12-01,489.8566589355469,491.31781005859375,474.7745971679688,476.2852783203125,448.6719055175781,8021875,491.1444396972656,487.6166305541992,479.96838012695315,-0.4371078491211051,-0.5725726318359534,0,Sell
2015-01-21,448.25103759765625,451.4209899902344,441.8368225097656,449.1177978515625,423.0794677734375,7884400,447.2851867675781,431.4639007568359,454.69841186523445,0.32194824218748863,-0.7028381347656136,1,Buy
2015-01-22,448.3253173828125,449.3406982421875,435.6207580566406,437.7257995605469,412.3479309082031,10947527,449.1177978515625,431.7858489990234,453.99557373046883,-0.009906005859363631,-0.894520874023442,0,Sell
2015-01-28,438.8897705078125,450.6284790039063,438.8897705078125,449.1673278808594,423.1261291503906,8906082,440.3509216308594,431.5307678222656,451.49180725097665,0.6612319946289062,-0.776143188476567,1,Buy
2015-02-19,449.21685791015625,449.538818359375,439.6079711914063,446.7898864746094,420.8865051269531,4407617,446.5917663574219,449.2304931640625,441.4415740966797,-0.0247650146484375,-0.4215045166015443,0,Sell
2015-03-25,420.5139465332031,420.7615966796875,416.551513671875,418.4831848144531,394.220947265625,4737268,419.9938659667969,425.62549743652346,435.42114318847655,0.08544006347653976,-0.15255432128907387,1,Buy
2015-03-26,416.6010437011719,420.6377868652344,408.1808471679688,410.7564392089844,386.9421691894531,9516748,418.4831848144531,425.7109375,435.2685888671875,-0.34299926757813637,-0.2080279541015102,0,Sell
2015-04-09,428.6864929199219,445.2792053222656,425.3679504394531,443.3475036621094,417.6437377929688,12588063,428.8846130371094,418.0089447021484,432.1521313476562,0.8903106689453466,0.11243408203125682,1,Buy
2015-05-11,442.2330627441406,445.5020751953125,437.5524291992188,443.7685241699219,427.9632873535156,6559762,440.6728515625,440.208512878418,428.8865850830078,0.021051025390590894,0.4408215332031773,0,Sell
2015-05-19,441.4405822753906,448.127197265625,439.1374206542969,443.5704040527344,427.772216796875,6697763,441.5891723632813,435.0734390258789,430.82421813964845,0.24517669677737786,-0.05200683593750455,1,Buy
2015-05-26,443.2979736328125,443.7932739257813,437.2057189941406,438.1468200683594,422.5418090820313,4388978,443.0503234863281,437.5920654296875,431.7861004638672,0.23031768798824714,0.28380981445315,0,Sell
2015-05-27,438.8402404785156,441.2672119140625,435.9674682617188,438.4935302734375,422.876220703125,3728104,438.1468200683594,437.82238311767577,432.0699102783203,0.49778137207033524,0.21298156738282614,1,Buy
2015-06-01,435.868408203125,448.2015075683594,434.8778076171875,446.8889465332031,430.9725341796875,9043078,434.3824768066406,439.32191772460936,432.8832012939453,0.279847717285179,0.44973693847657614,0,Sell
2015-06-03,445.2792053222656,450.950439453125,440.0784912109375,443.9666442871094,428.15435791015625,7174605,445.1058349609375,439.76273956298826,433.6301208496094,0.39872131347658524,0.3982250976562227,1,Buy
2015-06-05,450.6780090332031,454.169921875,447.9786071777344,449.6131286621094,433.5997619628906,6030112,452.06488037109375,441.2003631591797,434.60884338378906,0.44701385498046875,0.6518218994140739,0,Sell
2015-06-18,461.8966674804688,486.3895263671875,461.8719177246094,484.87884521484375,467.6094055175781,22782770,461.22802734375,443.65336151123046,440.68475036621095,2.035704040527378,1.4472814941406114,1,Buy
2015-07-16,501.2486572265625,509.0744934082031,500.8276672363281,507.0437316894531,488.9848937988281,6855254,500.8276672363281,495.14774322509766,463.27164855957034,1.108244323730446,1.5151379394530977,0,Sell
2015-09-22,435.868408203125,438.29541015625,418.2850646972656,419.9691162109375,405.0115356445313,7266556,434.9273376464844,425.17972259521486,463.50543334960935,0.4544418334961051,-1.576060180664058,1,Buy
2015-09-24,420.0186462402344,420.0186462402344,413.4558410644531,414.74365234375,399.97216796875,13419022,421.1826171875,425.6886489868164,460.4687188720703,-0.3974822998047216,-1.7216802978515489,0,Sell
2015-09-30,421.5045471191406,428.3397521972656,415.313232421875,427.10150146484375,411.889892578125,7980264,416.42767333984375,423.6430374145508,455.07781860351565,0.15849761962886078,-1.6092462158203489,1,Buy
2015-11-17,464.620849609375,465.0418701171875,458.7514953613281,459.5192260742188,443.1529846191406,3963426,462.7634582519531,467.47010040283203,444.5263336181641,0.5956054687500227,0.7117535400390693,0,Sell
2015-12-16,483.3681640625,489.1384582519531,482.1794128417969,484.7302551269531,467.4660949707031,5582919,483.3681640625,473.1958267211915,464.34744934082033,1.2605514526367188,1.1525750732421898,1,Buy
2015-12-23,491.2434997558594,498.72259521484375,490.3519592285156,497.1871643066406,479.4793395996094,5962332,489.0146179199219,480.24277648925784,469.625419921875,0.8940261840820085,1.1362298583984511,0,Sell
2016-01-04,497.7815246582031,502.1401977539063,488.7174377441406,492.9770812988281,475.4192199707031,13923887,502.9079284667969,486.2124420166016,477.36555236816406,0.7392425537109375,0.3150140380859625,1,Buy
2016-01-20,512.5911254882812,512.5911254882812,490.3519592285156,497.55865478515625,479.8376159667969,20820207,516.9003295898438,507.5105575561523,487.50692260742187,0.4272018432617415,0.673119506835917,0,Sell
2016-03-02,491.788330078125,498.1530151367188,488.9898681640625,496.0479736328125,478.3807373046875,9278900,486.0427856445313,472.0009033203125,491.57931945800783,0.4977828979492074,0.09311767578122954,1,Buy
2016-04-07,512.5911254882812,519.0796508789062,506.2512512207031,513.755126953125,500.6016540527344,4056197,512.0215454101562,510.0056671142578,492.9726165771484,0.25384368896487786,0.3278924560547125,0,Sell
2016-04-11,513.6312866210938,517.8413696289062,511.6500549316406,515.2658081054688,502.07366943359375,4757307,513.309326171875,510.1270156860352,493.6214666748047,0.7070480346679346,0.4056549072265625,1,Buy
2016-04-22,514.6218872070312,518.8319702148438,509.81744384765625,514.5971069335938,501.4220886230469,5401895,515.6868286132812,514.8992797851563,495.924140625,0.2909896850585483,0.6528112792968841,0,Sell
2016-06-13,480.3963317871094,487.1076965332031,477.0034790039063,485.9437255859375,473.5022888183594,4713976,483.764404296875,474.3065475463867,491.4787744140625,0.12754058837890625,-0.6533081054687386,1,Buy
2016-06-24,477.9197998046875,477.9197998046875,462.3176879882813,471.2579345703125,459.1925048828125,11530618,485.6217956542969,480.791325378418,486.4766864013672,-0.5757919311523665,-0.9504907226562409,0,Sell
2016-06-29,476.4833984375,479.92578125,475.4927978515625,478.910400390625,466.6490478515625,3472319,474.4031372070313,479.89110870361327,483.37310546875,0.329377746582054,-0.6973901367187523,1,Buy
2016-08-02,499.2674560546875,505.2110900878906,498.4254150390625,501.6448974609375,488.8014831542969,3558227,500.0104064941406,498.9393020629883,486.4251739501953,0.6463729858398324,0.8202246093750318,0,Sell
2016-08-05,494.31439208984375,504.7157897949219,493.8438415527344,503.3536987304688,490.4665222167969,5588302,491.8378601074219,499.7330291748047,488.18944946289065,0.9373641967773096,0.6874829101562341,1,Buy
2016-08-10,510.7832946777344,512.4177856445312,496.2956237792969,497.1128540039063,484.3854675292969,6217306,510.5108642578125,502.25660705566406,490.0314880371094,-0.12630310058591476,0.45369934082026475,0,Sell
2016-08-29,508.8020629882813,524.8994750976562,508.2324523925781,523.76025390625,510.3506164550781,7473162,509.1240234375,502.9438446044922,496.2426141357422,1.0537597656249886,0.8038793945312364,1,Buy
2016-09-06,505.16156005859375,507.6876220703125,502.7345886230469,505.16156005859375,492.2280883789063,5312062,501.9173278808594,507.95261535644534,499.3868103027344,0.09039306640625,0.3907952880859398,0,Sell
2016-09-09,512.6406860351562,520.020751953125,510.1641540527344,517.370849609375,504.1248474121094,7047053,511.8481750488281,507.8225982666016,501.2035888671875,1.0128997802734148,0.8593542480468841,1,Buy
2016-09-14,519.0796508789062,524.5280151367188,515.56298828125,517.4699096679688,504.2213439941406,8586131,518.336669921875,509.637890625,502.8514685058594,0.221649169921875,0.7489013671875,0,Sell
2016-09-15,518.5843505859375,530.075439453125,518.5843505859375,527.4998168945312,513.994384765625,14477715,517.4699096679688,509.8595397949219,503.6003698730469,0.9930862426757585,0.9069030761718864,1,Buy
2016-09-29,542.3590087890625,550.1600341796875,528.6885375976562,531.1898803710938,517.5900268554688,9811623,540.2044067382812,526.142691040039,512.7952124023437,0.14983215332028976,0.6557843017578762,0,Sell
2016-10-03,538.3965454101562,548.773193359375,533.072021484375,540.2291870117188,526.39794921875,8364763,536.7620239257812,526.8794586181641,514.10380859375,1.5230636596679688,0.6706433105467795,1,Buy
2016-10-13,539.3871459960938,539.4119262695312,521.0608520507812,523.6116943359375,510.2058715820313,10124402,543.0276489257812,537.6412017822265,518.9429400634766,0.2637512207031705,0.3051080322264852,0,Sell
2016-10-14,526.5092163085938,535.9200439453125,525.840576171875,533.7654418945312,520.0996704101562,7045099,523.6116943359375,537.9049530029297,519.2480480957031,0.8147766113281705,0.6216076660156205,1,Buy
2016-10-17,534.9293823242188,535.3256225585938,524.4041748046875,525.3452758789062,511.8950500488281,4535058,533.7654418945312,538.7197296142579,519.8696557617187,-0.10772705078125,0.5066973876953398,0,Sell
2016-12-06,493.3237915039063,498.54925537109375,492.63037109375,497.8805847167969,485.1335754394531,3104218,492.2588806152344,492.88667449951174,516.3574493408203,0.10029907226561363,-0.664204711914067,1,Buy
2016-12-07,497.2862243652344,499.0693359375,493.49713134765625,494.8840026855469,482.2136840820313,2275593,497.8805847167969,492.98697357177736,515.6932446289062,-0.10772857666017899,-0.889567260742183,0,Sell
2016-12-08,497.8063049316406,506.1026611328125,497.4595947265625,505.2358703613281,492.3005065917969,4038380,494.8840026855469,492.8792449951172,514.803677368164,0.38262329101564774,-0.819729614257767,1,Buy
2017-01-16,539.857666015625,541.8389282226562,531.9328002929688,533.072021484375,519.4240112304688,5544068,540.08056640625,530.6041595458985,511.38458740234375,0.33928527832028976,0.7003613281250409,0,Sell
2017-02-16,521.333251953125,529.7039184570312,521.333251953125,528.7380981445312,515.2011108398438,9070869,520.7141723632812,512.2939682006836,520.2049810791016,0.8655456542968523,0.6770819091797193,1,Buy
2017-03-28,623.0936889648438,626.0655517578125,615.2183227539062,617.0261840820312,601.2286987304688,10017936,619.6760864257812,631.1399322509766,566.2222833251953,0.16964111328127274,1.6092456054686863,0,Sell
2017-04-26,710.7626953125,713.2639770507812,694.7147827148438,701.5747680664062,683.6126708984375,7736192,709.6730346679688,673.7485412597656,627.3523321533203,4.094934082031273,3.800970458984466,1,Buy
2017-04-28,698.2562255859375,703.481689453125,688.96923828125,691.049560546875,673.3568725585938,5468153,698.1323852539062,681.8987854003906,634.911181640625,3.431225585937568,3.6191943359374363,0,Sell
2017-06-15,673.6148071289062,690.9505004882812,673.1690063476562,685.4773559570312,667.9273071289062,13056205,672.3765258789062,657.8430541992187,672.0877795410156,1.4017120361328352,0.09212646484377274,1,Buy
2017-08-09,793.23095703125,802.3941040039062,785.0584106445312,791.8936157226562,777.2772827148438,4816513,793.7510375976562,783.9192291259766,726.1830102539062,2.1719116210937273,2.3720153808593523,0,Sell
2017-09-14,847.7640380859375,853.4105224609375,834.0936279296875,835.92626953125,820.4971313476562,5476914,841.0278930664062,792.3196014404297,779.9582751464844,3.011456298828193,2.6325463867186727,1,Buy
2017-09-28,792.1412963867188,795.3607788085938,772.8739013671875,779.0652465820312,764.6856079101562,13636223,791.64599609375,816.7641418457031,797.0839392089844,-0.5349304199218068,0.5250231933594023,0,Sell
2017-10-06,816.2626342773438,831.468505859375,814.8757934570312,829.1901245117188,813.8853759765625,5998431,816.4112548828125,814.8188323974609,799.4158374023438,0.9386047363281023,0.7127441406249773,1,Buy
2017-10-11,837.3626098632812,850.339599609375,828.1499633789062,832.260986328125,816.8995971679688,7116625,835.2823486328125,817.6916046142578,801.417861328125,0.8122985839843295,0.8504382324218795,0,Sell
2017-10-13,871.0433959960938,882.3363037109375,865.1492309570312,868.2201538085938,852.195068359375,9926723,864.5548706054688,819.6802520751953,803.5590637207031,1.6146942138672102,1.4789807128906887,1,Buy
2017-11-10,892.4901123046875,892.4901123046875,870.9443359375,875.5506591796875,859.3901977539062,6425509,892.0443115234375,909.9347259521485,851.9865197753907,0.5497894287109375,2.0168823242187273,0,Sell
