Date,Open,High,Low,Close,Adj Close,Volume
2014-01-16,154.85000610351562,154.85000610351562,150.0,151.60000610351562,94.00747680664062,1923
2014-01-17,151.0,152.64999389648438,149.8000030517578,150.0500030517578,93.04634094238281,2465
2014-01-20,149.0,150.0,147.0,148.64999389648438,92.17817687988281,2217
2014-01-21,149.0,150.85000610351562,148.14999389648438,149.14999389648438,92.48823547363281,2801
2014-01-22,148.8000030517578,149.8000030517578,145.10000610351562,147.60000610351562,91.52706909179688,7184
2014-01-23,149.0,149.0,145.5500030517578,146.3000030517578,90.720947265625,3421
2014-01-24,145.1999969482422,146.0,142.5,143.5500030517578,89.01567077636719,1945
2014-01-27,143.0,145.4499969482422,138.5,141.0500030517578,87.46540069580078,16505
2014-01-28,142.9499969482422,144.0,137.0,140.5500030517578,87.15536499023438,2200
2014-01-29,140.0,145.3000030517578,136.0,144.10000610351562,89.35672760009766,13555
2014-01-30,143.0,145.0,138.0,139.35000610351562,86.41123962402344,4740
2014-01-31,141.9499969482422,142.89999389648438,140.0500030517578,142.75,88.51957702636719,1292
2014-02-03,144.0,144.0,138.5,140.1999969482422,86.93830871582031,23365
2014-02-04,140.0,140.89999389648438,137.60000610351562,138.5,85.8841552734375,3086
2014-02-05,141.0,143.5,140.0,140.64999389648438,87.21736145019531,5886
2014-02-06,142.0,142.3000030517578,137.64999389648438,139.1999969482422,86.31822204589844,6110
2014-02-07,139.35000610351562,144.3000030517578,139.3000030517578,141.60000610351562,87.80647277832031,5825
2014-02-10,141.60000610351562,143.9499969482422,139.10000610351562,143.0500030517578,88.70561981201172,1579
2014-02-11,143.5,144.0,139.9499969482422,140.10000610351562,86.87631225585938,1042
2014-02-12,143.0,143.0,139.0500030517578,140.6999969482422,87.24838256835938,6518
2014-02-13,143.0,143.0,135.64999389648438,136.64999389648438,84.7369613647461,4274
2014-02-14,139.0,139.9499969482422,130.3000030517578,131.89999389648438,81.79147338867188,6002
2014-02-17,131.0,131.0,125.0,126.94999694824219,78.72196197509766,57306
2014-02-18,129.0,132.39999389648438,126.5999984741211,130.8000030517578,81.10936737060547,4650
2014-02-19,130.0,133.89999389648438,129.0,132.0500030517578,81.8844985961914,5386
2014-02-20,131.0,132.89999389648438,129.60000610351562,130.89999389648438,81.17135620117188,4460
2014-02-21,136.9499969482422,136.9499969482422,130.0,131.14999389648438,81.32638549804688,149852
2014-02-24,130.0,135.0,130.0,131.14999389648438,81.32638549804688,17687
2014-02-25,130.5500030517578,132.0,129.0,130.0,80.61327362060547,4405
2014-02-26,129.1999969482422,131.75,128.35000610351562,130.0,80.61327362060547,4198
2014-02-28,129.0,134.5,128.25,133.60000610351562,82.84564971923828,14616
2014-03-03,132.0,134.0,130.0500030517578,132.8000030517578,82.34955596923828,4617
2014-03-04,132.0,133.89999389648438,129.0,133.14999389648438,82.56658935546875,5321
2014-03-05,132.0,136.64999389648438,130.5,134.0500030517578,83.12469482421875,6404
2014-03-06,134.0,141.5,133.10000610351562,138.5500030517578,85.91514587402344,28758
2014-03-07,140.9499969482422,142.0,137.5500030517578,141.0,87.43441772460938,4829
2014-03-10,140.0,143.39999389648438,138.0,142.6999969482422,88.48856353759766,7229
2014-03-11,141.25,145.39999389648438,140.3000030517578,142.1999969482422,88.17852783203125,2196
2014-03-12,141.0,142.9499969482422,140.0,140.35000610351562,87.03132629394531,1525
2014-03-13,140.0,141.60000610351562,138.10000610351562,138.75,86.0391616821289,3384
2014-03-14,138.0,139.8000030517578,135.5,136.4499969482422,84.61293029785156,7319
2014-03-18,135.0,136.8000030517578,134.0,134.4499969482422,83.37272644042969,4314
2014-03-19,134.14999389648438,136.0,133.0500030517578,133.1999969482422,82.59760284423828,4250
2014-03-20,133.10000610351562,136.5500030517578,131.75,133.10000610351562,82.53559875488281,42533
2014-03-21,136.0,136.6999969482422,131.0,132.9499969482422,82.44258117675781,5964
2014-03-24,133.5500030517578,134.5,131.0,133.3000030517578,82.65960693359375,5527
2014-03-25,132.0,134.85000610351562,131.0,132.0500030517578,81.8844985961914,6455
2014-03-26,131.60000610351562,139.10000610351562,131.0,135.0,83.71379089355469,6985
2014-03-27,134.39999389648438,140.14999389648438,134.10000610351562,139.4499969482422,86.4732437133789,5968
2014-03-28,137.0500030517578,157.0,137.0500030517578,153.75,95.3407211303711,39178
2014-03-31,155.0,158.64999389648438,153.10000610351562,154.14999389648438,95.58872985839844,11504
2014-04-01,157.89999389648438,157.89999389648438,148.64999389648438,150.1999969482422,93.13934326171875,7180
2014-04-02,150.0,154.0,148.0,152.75,94.72061157226562,12083
2014-04-03,156.0,156.0,148.10000610351562,149.4499969482422,92.67427062988281,10053
2014-04-04,148.89999389648438,160.0,148.14999389648438,156.89999389648438,97.29402160644531,44031
2014-04-07,163.0,163.85000610351562,153.0,156.9499969482422,97.32503509521484,10027
2014-04-09,155.0500030517578,159.0,155.0500030517578,157.64999389648438,97.75907897949219,6419
2014-04-10,157.5,158.75,154.0500030517578,155.60000610351562,96.48789978027344,18837
2014-04-11,157.64999389648438,164.5,155.6999969482422,161.60000610351562,100.20850372314453,34876
2014-04-15,162.0,166.0,157.3000030517578,158.4499969482422,98.25517272949219,11409
2014-04-16,157.0,164.9499969482422,155.0,155.8000030517578,96.6119155883789,16653
2014-04-17,156.3000030517578,167.5,156.3000030517578,164.10000610351562,101.75877380371094,81826
2014-04-21,162.1999969482422,167.5,160.10000610351562,165.35000610351562,102.53385925292969,17324
2014-04-22,167.4499969482422,167.4499969482422,163.10000610351562,165.0,102.31686401367188,17160
2014-04-23,163.0,166.75,163.0,165.0,102.31686401367188,16653
2014-04-24,165.0,165.0,165.0,165.0,102.31686401367188,0
2014-04-25,165.0,166.0,159.25,163.10000610351562,101.13866424560547,13720
2014-04-28,165.5500030517578,166.0,162.10000610351562,165.39999389648438,102.56488037109375,20834
2014-04-29,165.39999389648438,166.89999389648438,162.0,162.6999969482422,100.89060974121094,46137
2014-04-30,164.5,166.1999969482422,159.3000030517578,159.9499969482422,99.18533325195312,28049
2014-05-02,159.0,170.0,159.0,167.8000030517578,104.05313873291016,43950
2014-05-05,168.10000610351562,168.10000610351562,161.0500030517578,162.1999969482422,100.58057403564453,15389
2014-05-06,162.0,162.0,158.1999969482422,158.89999389648438,98.53421783447266,8333
2014-05-07,156.0500030517578,160.9499969482422,156.0,157.25,97.51106262207031,2322
2014-05-08,156.0500030517578,158.39999389648438,152.0500030517578,152.1999969482422,94.3795394897461,8151
2014-05-09,151.0,154.85000610351562,150.5,152.5500030517578,94.59657287597656,9409
2014-05-12,151.3000030517578,154.35000610351562,150.10000610351562,150.89999389648438,93.57341003417969,13753
2014-05-13,151.0,154.5,150.10000610351562,151.0500030517578,93.66641998291016,58176
2014-05-14,153.0,154.39999389648438,151.0,153.35000610351562,95.09265899658203,10371
2014-05-15,157.4499969482422,157.5,150.10000610351562,151.0,93.63542938232422,40146
2014-05-16,152.10000610351562,157.75,151.0,151.0,93.63542938232422,27167
2014-05-19,151.3000030517578,166.0500030517578,151.3000030517578,164.35000610351562,101.91378784179688,43820
2014-05-20,165.75,177.89999389648438,165.0,173.0500030517578,107.30867767333984,46270
2014-05-21,175.0,180.0,172.89999389648438,175.89999389648438,109.07593536376953,19859
2014-05-22,179.5,183.5,177.9499969482422,180.0,111.6183853149414,24805
2014-05-23,181.0,197.0,176.0,190.6999969482422,118.25345611572266,32597
2014-05-26,183.0,198.0,171.0,185.10000610351562,114.78089904785156,30079
2014-05-27,184.0500030517578,192.0,182.0,185.10000610351562,114.78089904785156,23989
2014-05-28,186.0,190.0,178.0,180.0,111.6183853149414,12549
2014-05-29,181.0,184.5,178.10000610351562,181.10000610351562,112.3005142211914,5681
2014-05-30,178.10000610351562,185.0,175.10000610351562,176.0,109.13798522949219,9195
2014-06-02,175.1999969482422,201.0,175.1999969482422,196.0500030517578,121.5710220336914,209784
2014-06-03,196.10000610351562,199.6999969482422,191.10000610351562,196.3000030517578,121.72602844238281,49876
2014-06-04,195.0,199.85000610351562,192.0,193.0500030517578,119.7107162475586,68621
2014-06-05,193.0,205.0,189.5,202.75,125.7257308959961,100531
2014-06-06,204.60000610351562,206.89999389648438,198.85000610351562,201.5,124.95060729980469,37669
2014-06-09,203.4499969482422,215.60000610351562,199.0,207.75,128.82620239257812,128348
2014-06-10,208.0,217.0,203.10000610351562,205.35000610351562,127.33796691894531,38614
2014-06-11,204.10000610351562,209.0,200.0,204.3000030517578,126.6868667602539,68309
2014-06-12,204.89999389648438,208.0,200.0,202.75,125.7257308959961,6737
2014-06-13,203.0,205.89999389648438,194.0,194.1999969482422,120.42383575439453,15501
2014-06-16,194.10000610351562,198.0,187.0,193.9499969482422,120.2688217163086,6853
2014-06-17,192.0,203.9499969482422,190.35000610351562,196.60000610351562,121.91205596923828,9682
2014-06-18,197.5,198.75,190.0,190.14999389648438,117.91239929199219,10016
2014-06-19,193.0,193.0,189.5,190.1999969482422,117.94342041015625,14140
2014-06-20,190.10000610351562,190.10000610351562,186.9499969482422,188.0500030517578,116.61021423339844,9741
2014-06-23,188.0,190.0,186.6999969482422,189.5,117.50936126708984,12858
2014-06-24,187.0500030517578,194.39999389648438,186.1999969482422,190.75,118.28447723388672,29995
2014-06-25,187.0500030517578,188.1999969482422,182.3000030517578,184.4499969482422,114.37785339355469,31900
2014-06-26,184.4499969482422,185.85000610351562,180.75,181.5,112.54852294921875,401097
2014-06-27,183.4499969482422,193.0,181.0,191.14999389648438,118.53250885009766,73318
2014-06-30,192.85000610351562,198.4499969482422,189.10000610351562,190.25,117.97441864013672,56080
2014-07-01,192.75,203.39999389648438,190.35000610351562,200.8000030517578,124.5165023803711,87849
2014-07-02,203.75,204.89999389648438,195.5,200.0500030517578,124.05147552490234,51270
2014-07-03,201.5,202.0500030517578,192.4499969482422,195.60000610351562,121.29199981689453,22303
2014-07-04,193.60000610351562,202.0,193.60000610351562,196.8000030517578,122.03611755371094,23906
2014-07-07,194.8000030517578,196.85000610351562,191.0,193.75,120.14478302001953,13396
2014-07-08,194.25,196.89999389648438,185.14999389648438,185.64999389648438,115.12197875976562,30176
2014-07-09,187.75,187.8000030517578,181.0,185.75,115.18399047851562,16542
2014-07-10,187.39999389648438,202.0,187.39999389648438,200.10000610351562,124.08244323730469,102007
2014-07-11,201.0,204.5,195.75,197.75,122.62519836425781,46047
2014-07-14,195.0,195.0,191.64999389648438,192.89999389648438,119.61769104003906,10699
2014-07-15,193.25,199.85000610351562,192.0,192.5500030517578,119.40068817138672,24742
2014-07-16,191.1999969482422,195.0,191.0500030517578,193.0,119.6797103881836,12104
2014-07-17,193.0,197.0,192.0,195.1999969482422,121.0439453125,11633
2014-07-18,190.14999389648438,202.0,190.14999389648438,199.10000610351562,123.46237182617188,21383
2014-07-21,198.10000610351562,207.89999389648438,198.10000610351562,205.0500030517578,127.15192413330078,22055
2014-07-22,203.0,207.0500030517578,195.8000030517578,200.8000030517578,124.5165023803711,11720
2014-07-23,200.0,232.8000030517578,198.0,225.6999969482422,139.95704650878906,1405107
2014-07-24,226.89999389648438,240.0,219.0,226.0500030517578,140.174072265625,711448
2014-07-25,225.35000610351562,229.60000610351562,210.64999389648438,214.0,132.70184326171875,83827
2014-07-28,214.0,217.5,207.14999389648438,208.5500030517578,129.32229614257812,25088
2014-07-30,207.0500030517578,211.60000610351562,202.1999969482422,204.75,126.96590423583984,28071
