,Date,Open,High,Low,Close,Adj Close,Volume,Prev_Close,20_SMA,50_SMA,20_SMA_diff,50_SMA_diff,Signal,Position
2452,2023-12-28,57.54999923706055,58.45000076293945,56.04999923706055,56.54999923706055,56.54999923706055,14132,56.400001525878906,59.20749988555908,58.115000076293946,-1.6600002288818345,,0,Sell
2432,2023-11-29,60.70000076293945,60.70000076293945,59.900001525878906,60.70000076293945,60.70000076293945,4160,59.54999923706055,58.91499996185303,57.860000152587894,3.0949996948242173,0.1870001220703088,1,Buy
2423,2023-11-15,64.0,64.0,64.0,64.0,64.0,116196,62.75,55.077500343322754,57.770000228881834,0.7674995422363295,-0.0049999999999954525,0,Sell
2422,2023-11-13,62.75,62.75,62.75,62.75,62.75,36146,60.34999847412109,54.86750030517578,57.77800025939941,0.6149995803832979,0.04199996948242557,1,Buy
2380,2023-09-11,63.70000076293945,63.70000076293945,63.54999923706055,63.70000076293945,63.70000076293945,6779,63.20000076293945,64.85000114440918,62.1020004272461,0.8125001907348661,-0.02600013732910611,0,Sell
2240,2023-02-15,20.25,20.399999618530277,19.700000762939453,19.899999618530277,19.899999618530277,25910,19.850000381469727,19.112499904632568,19.35299987792969,0.2400000572204597,0.03200000762939226,1,Buy
2129,2022-09-07,23.0,23.100000381469727,22.149999618530277,22.899999618530277,22.899999618530277,16306,22.549999237060547,23.375,23.878999938964842,-0.6875000953674331,-0.0670000457763642,0,Sell
2091,2022-07-12,25.350000381469727,26.700000762939453,24.899999618530277,26.700000762939453,26.700000762939453,35660,24.299999237060547,21.19749984741211,23.10299991607666,0.11000003814697479,0.05399993896484645,1,Buy
2049,2022-05-13,24.799999237060547,25.049999237060547,24.399999618530277,24.450000762939453,24.450000762939453,8333,23.899999618530277,27.675,26.095,0.25000009536743306,-0.03299999237060547,0,Sell
2032,2022-04-19,28.399999618530277,28.399999618530277,28.399999618530277,28.399999618530277,28.399999618530277,17265,27.049999237060547,25.727499961853027,26.06300003051758,0.3199999809265144,0.00799999237060689,1,Buy
2003,2022-03-04,24.450000762939453,24.450000762939453,23.100000381469727,24.0,24.0,9747,23.899999618530277,26.83750009536743,27.086999931335455,-1.434999847412108,-0.03000003814697294,0,Sell
1933,2021-11-24,23.200000762939453,23.850000381469727,22.149999618530277,23.549999237060547,23.549999237060547,14341,22.75,23.780000209808353,23.39100009918213,0.6700000762939453,0.0440000534057603,1,Buy
1926,2021-11-12,27.049999237060547,28.649999618530277,27.049999237060547,28.149999618530277,28.149999618530277,115345,28.149999618530277,23.110000133514408,23.29200008392334,0.49250001907348917,-0.0629999923706066,0,Sell
1911,2021-10-21,23.0,23.0,22.5,22.5,22.5,9781,22.600000381469727,22.955000114440917,23.113999977111817,-0.23000001907348633,0.08700012207031094,1,Buy
1885,2021-09-14,23.549999237060547,24.899999618530277,23.549999237060547,24.350000381469727,24.350000381469727,10899,24.5,22.967499828338624,24.87199996948242,-0.46000003814697266,-0.052999954223629686,0,Sell
1809,2021-05-26,18.899999618530277,19.299999237060547,18.649999618530277,18.950000762939453,18.950000762939453,89487,18.5,18.54000005722046,18.296000003814697,0.5800001144409208,0.10800003051757656,1,Buy
1789,2021-04-27,20.0,21.399999618530277,19.299999237060547,20.0,20.0,206258,19.850000381469727,17.17499985694885,18.957000007629393,-1.2300002098083525,-0.12699998855590522,0,Sell
1681,2020-11-14,8.0,8.149999618530273,7.800000190734863,8.149999618530273,8.149999618530273,402,8.149999618530273,8.322500014305115,8.056000022888183,0.1199999094009403,0.014000005722046183,1,Buy
1628,2020-09-01,8.850000381469727,9.25,8.800000190734863,8.850000381469727,8.850000381469727,8913,9.25,8.829999995231628,9.133000001907348,0.2699999570846554,-0.01199999809265151,0,Sell
1562,2020-06-01,2.799999952316284,3.0,2.799999952316284,2.900000095367432,2.900000095367432,4377,2.900000095367432,2.997500002384186,3.3330000019073487,-0.23249999284744272,0.04499999999999993,1,Buy
1549,2020-05-12,2.950000047683716,3.0,2.900000095367432,2.900000095367432,2.900000095367432,1048,3.049999952316284,3.387499976158142,3.342999997138977,-0.01500000953674352,-0.026999993324279714,0,Sell
1496,2020-02-18,1.950000047683716,2.0,1.950000047683716,2.0,2.0,230,1.950000047683716,2.322499990463257,2.511000008583069,-0.22249999046325675,0.003999996185302557,1,Buy
1478,2020-01-23,2.700000047683716,2.799999952316284,2.650000095367432,2.650000095367432,2.650000095367432,1145,2.75,2.660000026226044,2.587000014781952,0.03750000000000009,-0.003000009059905384,0,Sell
1446,2019-12-09,2.700000047683716,2.900000095367432,2.700000047683716,2.75,2.75,3751,2.799999952316284,2.4225000023841856,2.305999999046326,0.38749999999999973,0.010000004768371706,1,Buy
1224,2019-01-08,11.649999618530272,12.100000381469728,11.399999618530272,11.649999618530272,11.649999618530272,7425,11.800000190734863,11.642500066757203,12.035,-0.16499996185302734,-0.059999980926514596,0,Sell
1198,2018-11-30,12.649999618530272,12.649999618530272,11.600000381469728,12.050000190734863,12.050000190734863,38762,12.850000381469728,12.804999923706054,11.781999988555908,0.919999980926514,0.01399997711181733,1,Buy
1141,2018-09-04,14.300000190734863,14.699999809265137,13.75,13.75,13.75,19843,14.300000190734863,14.08250002861023,14.198999996185302,-0.2574999809265126,-0.05500003814697152,0,Sell
1138,2018-08-30,13.550000190734863,13.899999618530272,13.550000190734863,13.699999809265137,13.699999809265137,8782,13.75,14.210000038146973,14.267000007629395,-0.125,0.019999961853025994,1,Buy
982,2018-01-12,39.09999847412109,39.900001525878906,38.25,38.650001525878906,38.650001525878906,52028,38.95000076293945,36.69250011444092,35.910999908447266,1.5125001907348619,-0.07399993896484602,0,Sell
957,2017-12-07,35.0,35.099998474121094,34.04999923706055,34.349998474121094,34.349998474121094,18782,34.349998474121094,35.16499977111816,34.953000144958494,-0.36750011444092223,0.08899971008300867,1,Buy
791,2017-04-10,79.0,79.3499984741211,75.0,76.5999984741211,76.5999984741211,344736,78.0999984741211,72.05249977111816,73.755,-0.5175003051757869,-0.1510000610351483,0,Sell
787,2017-04-03,68.75,70.5999984741211,68.30000305175781,69.8499984741211,69.8499984741211,81136,68.3499984741211,71.69000015258788,73.9170001220703,-2.627500152587899,0.03699996948242301,1,Buy
774,2017-03-15,71.25,72.0,70.19999694824219,71.0,71.0,76573,70.80000305175781,74.67500038146973,73.74600006103516,-2.434999847412101,-0.01800003051758381,0,Sell
743,2017-01-27,69.5,72.69999694824219,68.19999694824219,69.8499984741211,69.8499984741211,266638,69.4000015258789,71.80499954223633,72.89600006103515,1.677499771118164,0.005000000000009663,1,Buy
