,Date,Open,High,Low,Close,Adj Close,Volume,Prev_Close,20_SMA,50_SMA,20_SMA_diff,50_SMA_diff,Signal,Position
422,2023-12-28,728.75,738.2999877929688,725.0,725.5499877929688,725.5499877929688,4869,723.5499877929688,718.9249938964844,726.1679956054687,4.107504272460915,,0,Sell
415,2023-12-18,716.5499877929688,730.7000122070312,710.0499877929688,724.7999877929688,724.7999877929688,2214,713.2000122070312,714.8174896240234,726.4549975585937,-11.737499999999955,0.6779968261719205,1,Buy
410,2023-12-11,727.9000244140625,732.0,713.5999755859375,717.5999755859375,717.5999755859375,3135,713.2999877929688,719.0249908447265,725.405,-14.072500610351653,-0.19400512695312955,0,Sell
395,2023-11-17,725.5999755859375,738.7999877929688,725.0499877929688,725.75,725.75,402,726.1500244140625,734.5200012207031,724.7760046386719,0.6674957275390625,0.3769958496093295,1,Buy
390,2023-11-09,777.2999877929688,792.0,751.5999755859375,758.8499755859375,758.8499755859375,5510,776.5999755859375,739.7375030517578,725.2510046386719,13.849996948242165,-0.7070031738281841,0,Sell
369,2023-10-10,701.9500122070312,794.0,701.0999755859375,769.2000122070312,769.2000122070312,38909,696.7000122070312,707.6700073242188,717.14900390625,-7.314996337890648,0.8890014648437727,1,Buy
343,2023-08-31,750.0,758.4500122070312,728.0,752.8499755859375,744.4861450195312,2473,738.7999877929688,713.1799987792969,733.9680017089844,-17.452502441406295,-2.480000000000018,0,Sell
271,2023-05-18,605.4500122070312,619.9000244140625,583.3499755859375,593.0499877929688,586.46142578125,2447,593.5999755859375,599.6225036621094,593.6420043945312,2.2699981689453352,0.32100097656257276,1,Buy
269,2023-05-16,623.7000122070312,647.0,600.0,614.6500244140625,607.821533203125,4814,623.6500244140625,598.9675048828125,593.50400390625,2.9275024414062045,-0.09399902343750455,0,Sell
268,2023-05-15,603.0,630.0,599.7999877929688,623.6500244140625,616.7215576171875,5361,599.6500244140625,597.657504272461,593.3210034179688,2.520001220703193,0.033001708984329525,1,Buy
260,2023-05-03,599.4500122070312,604.4000244140625,591.0499877929688,597.8499755859375,591.2081298828125,390,599.8499755859375,593.6800048828125,593.6980053710937,7.682498168945244,-0.15500122070307043,0,Sell
234,2023-03-21,576.0999755859375,579.9500122070312,570.0,579.0,572.5675659179688,319,573.6500244140625,598.782504272461,586.74400390625,2.867498779296966,0.09000000000003183,1,Buy
227,2023-03-10,600.25,601.9000244140625,588.0,592.6500244140625,586.06591796875,1433,599.75,595.915005493164,586.4170007324219,10.524999999999977,-0.3719970703125455,0,Sell
212,2023-02-16,596.2000122070312,596.2000122070312,569.9500122070312,590.4000244140625,583.8409423828125,4300,593.2000122070312,575.6350006103515,584.885,-4.790002441406273,1.1000012207031205,1,Buy
164,2022-12-09,620.4500122070312,626.4500122070312,603.0,609.9500122070312,603.1737060546875,1716,617.0,603.3899993896484,605.0430004882812,0.872500610351608,-0.334998779296825,0,Sell
154,2022-11-25,595.4500122070312,615.0,591.0,609.8499755859375,603.0747680664062,1949,595.7999877929688,604.3075012207031,604.98,-7.112500000000068,1.3490014648436954,1,Buy
135,2022-10-28,632.0,634.0499877929688,615.9000244140625,626.9000244140625,619.9354248046875,2184,622.9000244140625,601.9675018310547,618.3149975585937,7.74500427246096,-3.672996826171925,0,Sell
82,2022-08-10,550.0499877929688,557.6500244140625,523.8499755859375,537.5499877929688,524.28173828125,1825,538.1500244140625,542.8524993896484,555.8669982910156,-2.3899993896484375,2.168995361328143,1,Buy
