,Date,Open,High,Low,Close,Adj Close,Volume,Prev_Close,20_SMA,50_SMA,20_SMA_diff,50_SMA_diff,Signal,Position
2458,2024-01-08,30.950000762939453,32.150001525878906,28.799999237060547,29.649999618530277,29.649999618530277,291486,30.700000762939453,28.065000152587892,25.9410001373291,1.6175001144409187,,0,Sell
2429,2023-11-24,24.799999237060547,25.25,24.25,24.350000381469727,24.350000381469727,34794,24.850000381469727,24.360000133514404,24.235999984741216,0.13000011444091797,0.006000061035155824,1,Buy
2423,2023-11-16,24.299999237060547,24.350000381469727,23.700000762939453,23.899999618530277,23.899999618530277,65292,24.25,24.255000019073485,24.263999938964847,0.30250005722045614,-0.06199993133544979,0,Sell
2338,2023-07-13,20.5,20.549999237060547,20.0,20.049999237060547,20.049999237060547,10597,20.25,20.312499809265137,20.723999900817873,-0.24499998092651154,0.00800003051757514,1,Buy
2319,2023-06-14,21.299999237060547,21.299999237060547,20.350000381469727,20.549999237060547,20.549999237060547,7834,21.0,20.689999961853026,21.325,-0.18000001907348917,-0.07700004577636577,0,Sell
2305,2023-05-25,20.149999618530277,20.850000381469727,20.149999618530277,20.350000381469727,20.350000381469727,5451,20.399999618530277,21.364999961853027,20.962999992370605,-0.5825000762939467,0.04700000762939638,1,Buy
2296,2023-05-12,22.100000381469727,22.149999618530277,21.299999237060547,21.450000762939453,21.450000762939453,2623,21.649999618530277,22.092500019073487,21.00099994659424,0.2024999618530252,-0.014999961853028765,0,Sell
2295,2023-05-11,21.299999237060547,22.350000381469727,21.200000762939453,21.649999618530277,21.649999618530277,5162,21.399999618530277,22.15500001907349,21.006999969482425,0.5250000000000021,0.0020000076293911206,1,Buy
2233,2023-02-06,23.350000381469727,24.899999618530277,23.350000381469727,24.350000381469727,24.350000381469727,8366,24.0,25.277499866485595,25.157000045776368,-0.022500133514405718,-0.10800003051758011,0,Sell
2215,2023-01-10,25.299999237060547,25.350000381469727,24.049999237060547,24.399999618530277,24.399999618530277,22609,25.049999237060547,24.720000076293946,25.011000061035155,-0.5074999809265144,0.011999969482424433,1,Buy
2212,2023-01-05,28.0,28.0,26.0,26.350000381469727,26.350000381469727,39416,27.100000381469727,24.80000009536743,24.998000068664552,-0.602500057220464,-0.026000022888183594,0,Sell
2211,2023-01-04,25.299999237060547,27.700000762939453,25.0,27.100000381469727,27.100000381469727,233029,25.350000381469727,24.79250011444092,24.979000053405763,-0.5825000762939467,0.0009999847412096585,1,Buy
2193,2022-12-09,27.299999237060547,27.549999237060547,25.549999237060547,26.299999237060547,26.299999237060547,30732,27.0,25.092500019073487,25.391000061035157,0.46000003814697266,-0.03299999237060547,0,Sell
2185,2022-11-29,23.899999618530277,24.75,23.149999618530277,24.350000381469727,24.350000381469727,11931,23.450000762939453,24.6875,25.34699996948242,-0.7274999618530273,0.005000076293946165,1,Buy
2169,2022-11-04,25.75,25.75,25.100000381469727,25.5,25.5,2731,25.149999618530277,25.669999980926512,25.962999992370605,-0.015000057220461827,-0.10900001525878977,0,Sell
2114,2022-08-16,21.25,25.899999618530277,21.25,24.450000762939453,24.450000762939453,158642,21.700000762939453,20.517500114440917,20.28600009918213,1.0425000190734863,0.048999977111815696,1,Buy
2041,2022-05-02,27.799999237060547,29.399999618530277,26.950000762939453,28.399999618530277,28.399999618530277,56515,27.600000381469727,27.27500009536743,26.068999938964843,1.127500152587892,-0.024999961853026775,0,Sell
2035,2022-04-22,28.75,28.75,27.350000381469727,27.950000762939453,27.950000762939453,18753,28.200000762939453,26.305000019073486,26.07799991607666,1.2750001907348611,0.0310000228881826,1,Buy
1999,2022-02-25,25.850000381469727,25.850000381469727,24.600000381469727,25.799999237060547,25.799999237060547,25284,25.850000381469727,27.864999866485597,28.509999961853026,-1.5950000762939425,-0.012999992370605895,0,Sell
1906,2021-10-13,26.25,27.200000762939453,25.5,26.049999237060547,26.049999237060547,36099,26.100000381469727,21.597499942779542,21.124000053405762,2.264999961853025,0.06099998474121193,1,Buy
1860,2021-08-06,24.75,26.850000381469727,24.75,25.0,25.0,65312,26.049999237060547,24.819999980926514,23.63299991607666,2.0474999427795417,-0.016999931335448082,0,Sell
1787,2021-04-23,19.5,19.5,18.5,19.049999237060547,19.049999237060547,17586,18.799999237060547,19.2875,18.771999969482422,1.3799999237060554,0.021999931335447087,1,Buy
1783,2021-04-16,22.649999618530277,23.549999237060547,21.149999618530277,22.200000762939453,22.200000762939453,46936,22.799999237060547,18.719999980926513,18.751999969482423,0.9849999427795417,-0.030000000000001137,0,Sell
1776,2021-04-06,17.5,17.850000381469727,17.0,17.100000381469727,17.100000381469727,1860,17.5,17.73500003814697,18.658999977111815,-0.13249998092651438,0.09299999237060774,1,Buy
1748,2021-02-22,17.899999618530273,18.5,17.25,17.799999237060547,17.799999237060547,13278,17.75,19.692500019073485,19.151000022888184,-0.4099998474121094,-0.09299999237060419,0,Sell
1689,2020-11-26,12.100000381469728,12.149999618530272,11.449999809265137,12.0,12.0,7983,12.0,10.482500028610229,10.785999984741212,0.05999999046325577,0.03700002670288072,1,Buy
1664,2020-10-22,10.649999618530272,10.949999809265137,10.300000190734863,10.5,10.5,6735,10.949999809265137,10.834999942779541,11.42999994277954,-0.5124999999999993,-0.007999992370605113,0,Sell
1618,2020-08-18,11.0,11.0,10.350000381469728,10.449999809265137,10.449999809265137,10010,10.850000381469728,10.262499952316285,11.018000030517578,-0.22500004768371618,0.003999977111815767,1,Buy
1609,2020-08-05,9.600000381469728,10.5,9.600000381469728,10.149999618530272,10.149999618530272,4028,10.0,10.630000019073487,11.168000049591065,-0.47250008583069025,-0.06600002288818452,0,Sell
1559,2020-05-27,8.449999809265137,8.449999809265137,8.100000381469727,8.149999618530273,8.149999618530273,1566,8.199999809265137,8.869999980926513,8.940000009536742,-0.46500005722045934,0.12699998855590877,1,Buy
1500,2020-02-25,13.0,15.0,12.149999618530272,13.25,13.25,30334,13.5,13.682500076293945,13.849000015258788,-0.3349999904632579,-0.07000001907348619,0,Sell
1469,2020-01-10,14.25,14.300000190734863,13.850000381469728,13.949999809265137,13.949999809265137,7443,14.100000381469728,13.67999997138977,13.267000045776369,0.6924999237060554,0.006999988555909553,1,Buy
1456,2019-12-23,16.799999237060547,17.700000762939453,15.149999618530272,15.649999618530272,15.649999618530272,153140,16.25,12.365000104904174,13.320000076293947,-0.09999999999999964,-0.011000022888183025,0,Sell
1454,2019-12-19,11.600000381469728,13.550000190734863,10.649999618530272,13.550000190734863,13.550000190734863,56704,11.300000190734863,12.152500104904174,13.31900007247925,-0.5724999904632568,0.0049999809265131034,1,Buy
1426,2019-11-08,13.75,14.199999809265137,13.699999809265137,14.050000190734863,14.050000190734863,3816,13.75,14.37000002861023,14.97799997329712,-0.43999991416931117,-0.0019999694824228698,0,Sell
1419,2019-10-30,14.75,14.75,13.600000381469728,14.449999809265137,14.449999809265137,8234,14.449999809265137,14.809999942779541,14.961999969482422,-1.0025000095367425,0.016000003814697905,1,Buy
1318,2019-05-30,25.600000381469727,25.600000381469727,23.700000762939453,23.950000762939453,23.950000762939453,2511,23.850000381469727,23.202499866485596,23.334999923706054,0.01750001907348775,-0.039999999999995595,0,Sell
1287,2019-04-11,23.299999237060547,24.200000762939453,23.25,23.649999618530277,23.649999618530277,8176,23.549999237060547,23.4125,22.701000061035156,0.10500001907348633,0.02099994659423743,1,Buy
1232,2019-01-18,25.899999618530277,25.950000762939453,25.149999618530277,25.649999618530277,25.649999618530277,1812,25.149999618530277,26.439999961853026,25.448000030517576,0.44499998092651083,-0.014999999999997016,0,Sell
1205,2018-12-11,24.899999618530277,25.799999237060547,24.200000762939453,24.5,24.5,4265,24.899999618530277,24.785000038146972,24.410000038146972,0.09499998092651296,0.017999954223633097,1,Buy
